n0->n1	34.05267,-118.29584;34.05267,-118.29584;34.05267,-118.29477;34.05267,-118.29372;34.05267,-118.29268;34.05267,-118.29218;34.05255,-118.29166;34.05238,-118.29073;34.0524,-118.29037;34.05238,-118.28911;34.0524,-118.28775;34.0524,-118.28658;34.05238,-118.28542;34.05238,-118.28426;34.05182,-118.28426;34.05128,-118.28423;34.0508,-118.28423;34.04988,-118.28419;34.04906,-118.28418;34.04773,-118.28416;34.04727,-118.28429;34.0453,-118.28424;34.04498,-118.28423;34.04494,-118.28423;34.04375,-118.28419;34.04364,-118.2838;34.0432,-118.28284;34.04283,-118.282;34.0428,-118.28191;34.04236,-118.28098;34.04236,-118.28098;4.794416666666667-16-375-30-1.4720628815140127@NORTH,W OLYMPIC  BOULEVARD,-118.29584,34.05267,0.67,R,S HOOVER STREET,-118.28426,34.05238,0.60,L,VENICE  BOULEVARD,-118.28419,34.04375,0.21,F,S BURLINGTON AVE,-118.28098,34.04236, 0.00$0;
n0->n2	34.05267,-118.29584;34.05267,-118.29584;34.05267,-118.29477;34.05267,-118.29372;34.05267,-118.29268;34.05267,-118.29218;34.05255,-118.29166;34.05095,-118.29163;34.05075,-118.29166;34.04912,-118.29163;34.04729,-118.2916;34.04428,-118.2916;34.04266,-118.29166;34.04001,-118.29164;34.03908,-118.29163;34.03815,-118.29163;34.03746,-118.29163;34.0372,-118.29161;34.03703,-118.29163;34.03688,-118.29163;34.03671,-118.29161;34.03647,-118.29163;34.03647,-118.29105;34.03668,-118.28873;34.0367,-118.28769;34.03662,-118.28712;34.03656,-118.28622;34.03661,-118.28491;34.03676,-118.28404;34.0368,-118.28371;34.03688,-118.2831;34.03705,-118.28229;34.03712,-118.28204;34.03717,-118.28189;34.03755,-118.28036;34.03763,-118.27988;34.03764,-118.2793;34.03767,-118.27802;34.03761,-118.27727;6.021866666666667-16-715-30-2.1872455531575086@NORTH,W OLYMPIC  BOULEVARD,-118.29584,34.05267,0.24,R,S VERMONT AVE,-118.29166,34.05255,1.11,M-VLR,Merge Via Ramp onto null East,-118.29163,34.03647,0.83,R,null,-118.27802,34.03767, 0.04$0;
n0->n3	34.05267,-118.29584;34.05266,-118.29687;34.0526,-118.29789;34.0526,-118.29891;34.05261,-118.3;34.05092,-118.29999;34.04909,-118.29999;34.04724,-118.29996;34.04654,-118.30032;34.04633,-118.30032;34.04544,-118.30031;34.04457,-118.30029;34.0442,-118.30029;34.04378,-118.30032;34.04327,-118.30058;34.0428,-118.30067;34.04254,-118.3007;34.04185,-118.30077;34.0414,-118.30077;34.04086,-118.30064;34.04033,-118.30045;34.03998,-118.30029;34.03903,-118.30031;34.03812,-118.30032;34.03755,-118.30032;34.03732,-118.30032;34.03716,-118.30032;34.03697,-118.30032;34.03679,-118.30032;34.03659,-118.30032;34.03548,-118.30031;34.03548,-118.30031;4.69995-16-988-30-1.4354276075087709@WEST,W OLYMPIC  BOULEVARD,-118.29584,34.05267,0.24,L,S NORMANDIE AVE,-118.3,34.05261,1.20,L,W 23rd STREET,-118.30031,34.03548, 0.00$0;
n0->n4	34.05267,-118.29584;34.05267,-118.29584;34.05267,-118.29477;34.05267,-118.29372;34.05267,-118.29268;34.05267,-118.29218;34.05255,-118.29166;34.05238,-118.29073;34.0524,-118.29037;34.05238,-118.28911;34.0524,-118.28775;34.0524,-118.28658;34.05238,-118.28542;34.05238,-118.28426;34.05234,-118.28355;34.05222,-118.2822;34.05211,-118.28098;34.05208,-118.28072;34.0517,-118.27988;34.05118,-118.27872;34.05069,-118.27763;34.0502,-118.27654;34.04968,-118.27538;34.04915,-118.27419;34.04875,-118.27328;34.04834,-118.27238;34.04779,-118.27115;34.04732,-118.27005;34.04635,-118.27073;34.04589,-118.27106;34.04578,-118.2711;34.04561,-118.27113;34.04545,-118.2712;34.04532,-118.27128;34.04498,-118.27157;34.04443,-118.27212;34.04404,-118.27248;34.04352,-118.27288;34.04334,-118.27303;34.04298,-118.27324;34.04277,-118.27336;34.04242,-118.27357;34.04202,-118.27374;34.04161,-118.27387;34.04117,-118.27398;34.0406,-118.27406;34.03947,-118.27414;34.03923,-118.27415;34.03891,-118.27415;34.03873,-118.27419;34.03836,-118.27428;34.0383,-118.27428;34.03818,-118.27431;34.03802,-118.27434;34.03796,-118.27435;34.03792,-118.27435;34.0378,-118.27437;34.03769,-118.27438;34.03755,-118.27441;34.03702,-118.27457;34.03682,-118.27467;34.03673,-118.27477;34.03665,-118.27501;34.03667,-118.27541;34.0367,-118.27553;34.03677,-118.27563;34.03697,-118.27576;34.03717,-118.27583;34.03728,-118.27583;34.03749,-118.27573;34.03757,-118.27567;34.03769,-118.27542;34.0377,-118.27516;34.03769,-118.27438;34.03769,-118.27429;34.03769,-118.27415;34.03769,-118.27402;34.03769,-118.27374;34.03767,-118.27341;34.03751,-118.27264;34.03728,-118.27208;34.03641,-118.27077;34.03624,-118.27052;34.03604,-118.2702;34.03572,-118.26961;34.03558,-118.26933;34.03484,-118.26811;34.03442,-118.26718;34.03397,-118.26633;34.03351,-118.2655;34.03299,-118.26453;34.03244,-118.26352;34.03229,-118.26324;34.03195,-118.26244;34.03142,-118.26094;34.03111,-118.26003;34.03096,-118.25955;34.03073,-118.2588;34.03058,-118.25838;34.0303,-118.25771;34.02988,-118.25677;34.02954,-118.25623;34.02943,-118.25604;34.02908,-118.25574;34.02881,-118.25543;34.02861,-118.25511;34.02773,-118.25339;34.02765,-118.2532;34.0276,-118.25294;34.02765,-118.25272;34.02777,-118.25256;34.02794,-118.25249;34.02808,-118.2525;34.02826,-118.25262;34.02931,-118.25475;34.02992,-118.25598;34.02969,-118.25613;34.02954,-118.25623;34.02934,-118.25636;34.02905,-118.25653;34.02905,-118.25653;9.469866666666666-16-1362-30-4.339327802229603@NORTH,W OLYMPIC  BOULEVARD,-118.29584,34.05267,1.56,R,BLAINE STREET,-118.27005,34.04732,0.11,M-VLR,Merge Via Ramp onto I-10 East,-118.27106,34.04589,1.36,SR,I-10,-118.26718,34.03442,0.73,EXIT,E 17th STREET,-118.25604,34.02943, 0.19,M,E 17th STREET and turn slight left,-118.25339,34.02773,0.01,(S)--118.2532-34.02765-SL-0.08-SL,E 16th STREET,-118.25262,34.02826,0.22,L,S SAN PEDRO STREET,-118.25598,34.02992, 0.07$0;
n0->n5	34.05267,-118.29584;34.05267,-118.29584;34.05267,-118.29477;34.05267,-118.29372;34.05267,-118.29268;34.05267,-118.29218;34.05255,-118.29166;34.05238,-118.29073;34.0524,-118.29037;34.05238,-118.28911;34.0524,-118.28775;34.0524,-118.28658;34.05238,-118.28542;34.05238,-118.28426;34.05234,-118.28355;34.05222,-118.2822;34.05211,-118.28098;34.05208,-118.28072;34.0517,-118.27988;34.05118,-118.27872;34.05069,-118.27763;34.0502,-118.27654;34.04968,-118.27538;34.04915,-118.27419;34.04875,-118.27328;34.04834,-118.27238;34.04779,-118.27115;34.04732,-118.27005;34.04635,-118.27073;34.04589,-118.27106;34.04578,-118.2711;34.04561,-118.27113;34.04545,-118.2712;34.04532,-118.27128;34.04498,-118.27157;34.04443,-118.27212;34.04404,-118.27248;34.04352,-118.27288;34.04334,-118.27303;34.04298,-118.27324;34.04277,-118.27336;34.04242,-118.27357;34.04202,-118.27374;34.04161,-118.27387;34.04117,-118.27398;34.0406,-118.27406;34.03947,-118.27414;34.03923,-118.27415;34.03891,-118.27415;34.03873,-118.27419;34.03836,-118.27428;34.0383,-118.27428;34.03818,-118.27431;34.03802,-118.27434;34.03796,-118.27435;34.03792,-118.27435;34.0378,-118.27437;34.03769,-118.27438;34.03755,-118.27441;34.03702,-118.27457;34.03682,-118.27467;34.03673,-118.27477;34.03665,-118.27501;34.03667,-118.27541;34.0367,-118.27553;34.03677,-118.27563;34.03697,-118.27576;34.03717,-118.27583;34.03728,-118.27583;34.03749,-118.27573;34.03757,-118.27567;34.03769,-118.27542;34.0377,-118.27516;34.03769,-118.27438;34.03769,-118.27429;34.03769,-118.27415;34.03769,-118.27402;34.03769,-118.27374;34.03767,-118.27341;34.03751,-118.27264;34.03728,-118.27208;34.03641,-118.27077;34.03624,-118.27052;34.03604,-118.2702;34.03572,-118.26961;34.03558,-118.26933;34.03484,-118.26811;34.03442,-118.26718;34.03397,-118.26633;34.03351,-118.2655;34.03299,-118.26453;34.03244,-118.26352;34.03229,-118.26324;34.03195,-118.26244;34.03142,-118.26094;34.03111,-118.26003;34.03096,-118.25955;34.03073,-118.2588;34.03058,-118.25838;34.0303,-118.25771;34.02988,-118.25677;34.02954,-118.25623;34.02943,-118.25604;34.02922,-118.25557;34.02861,-118.25459;34.02805,-118.25346;34.02765,-118.25272;34.02736,-118.2522;34.02675,-118.25095;34.02643,-118.25026;34.02612,-118.24973;34.02577,-118.24934;34.02484,-118.24796;34.02417,-118.24712;34.02382,-118.24741;34.02313,-118.24792;34.02454,-118.25041;34.02501,-118.25143;34.0255,-118.25246;34.02594,-118.25345;34.02585,-118.25362;34.02568,-118.25378;34.02505,-118.25415;34.02411,-118.25475;34.02319,-118.25533;34.02237,-118.25584;34.02153,-118.25639;34.02153,-118.25639;10.495133333333333-16-1771-30-5.201671009221255@NORTH,W OLYMPIC  BOULEVARD,-118.29584,34.05267,1.56,R,BLAINE STREET,-118.27005,34.04732,0.11,M-VLR,Merge Via Ramp onto I-10 East,-118.27106,34.04589,1.36,SR,I-10,-118.26718,34.03442,1.16,EXIT,NAOMI AVE,-118.24973,34.02612, 0.20,M,NAOMI AVE and turn right,-118.24712,34.02417,0.09,R,E WASHINGTON  BOULEVARD,-118.24792,34.02313,0.37,L,GRIFFITH AVE,-118.25345,34.02594,0.35,F,E 24th STREET,-118.25639,34.02153, 0.00$0;
n0->n6	34.05267,-118.29584;34.05266,-118.29687;34.0526,-118.29789;34.0526,-118.29891;34.05261,-118.3;34.05092,-118.29999;34.04909,-118.29999;34.04724,-118.29996;34.04654,-118.30032;34.04633,-118.30032;34.04544,-118.30031;34.04457,-118.30029;34.0442,-118.30029;34.04378,-118.30032;34.04327,-118.30058;34.0428,-118.30067;34.04254,-118.3007;34.04185,-118.30077;34.0414,-118.30077;34.04086,-118.30064;34.04033,-118.30045;34.03998,-118.30029;34.03903,-118.30031;34.03812,-118.30032;34.03755,-118.30032;34.03732,-118.30032;34.03716,-118.30032;34.03697,-118.30032;34.03679,-118.30032;34.03659,-118.30032;34.03548,-118.30031;34.03453,-118.30031;34.03371,-118.30029;34.03271,-118.30029;34.0309,-118.30028;34.02911,-118.30025;34.0273,-118.30025;34.02553,-118.30022;34.02461,-118.30022;34.0237,-118.30022;34.02278,-118.30019;34.02188,-118.30019;34.02097,-118.30017;34.01999,-118.30016;34.01898,-118.30016;34.0184,-118.30013;34.01831,-118.30013;34.01822,-118.30013;34.01732,-118.30014;34.01643,-118.30014;34.01552,-118.30016;34.01414,-118.30016;34.01414,-118.30016;8.505116666666666-16-2150-30-2.9116452671465503@WEST,W OLYMPIC  BOULEVARD,-118.29584,34.05267,0.24,L,S NORMANDIE AVE,-118.3,34.05261, 2.67$0;
n0->n7	34.05267,-118.29584;34.05267,-118.29584;34.05267,-118.29477;34.05267,-118.29372;34.05267,-118.29268;34.05267,-118.29218;34.05255,-118.29166;34.05238,-118.29073;34.0524,-118.29037;34.05238,-118.28911;34.0524,-118.28775;34.0524,-118.28658;34.05238,-118.28542;34.05238,-118.28426;34.05234,-118.28355;34.05222,-118.2822;34.05211,-118.28098;34.05208,-118.28072;34.0517,-118.27988;34.05118,-118.27872;34.05069,-118.27763;34.0502,-118.27654;34.04968,-118.27538;34.04915,-118.27419;34.04875,-118.27328;34.04834,-118.27238;34.04779,-118.27115;34.04732,-118.27005;34.04635,-118.27073;34.04589,-118.27106;34.04578,-118.2711;34.04561,-118.27113;34.04545,-118.2712;34.04532,-118.27128;34.04498,-118.27157;34.04443,-118.27212;34.04404,-118.27248;34.04352,-118.27288;34.04334,-118.27303;34.04298,-118.27324;34.04277,-118.27336;34.04242,-118.27357;34.04202,-118.27374;34.04161,-118.27387;34.04117,-118.27398;34.0406,-118.27406;34.03947,-118.27414;34.03923,-118.27415;34.03891,-118.27415;34.03873,-118.27419;34.03836,-118.27428;34.0383,-118.27428;34.03818,-118.27431;34.03802,-118.27434;34.03796,-118.27435;34.03792,-118.27432;34.0378,-118.2743;34.03769,-118.27429;34.03629,-118.27444;34.03577,-118.27443;34.03543,-118.27448;34.03417,-118.27464;34.03343,-118.27469;34.03269,-118.27473;34.03246,-118.27472;34.0315,-118.27463;34.03086,-118.27458;34.03048,-118.27455;34.02921,-118.27447;34.02875,-118.27448;34.02849,-118.27449;34.02808,-118.27455;34.02782,-118.27462;34.02757,-118.2747;34.02728,-118.27478;34.02676,-118.275;34.0264,-118.27523;34.02583,-118.27561;34.02505,-118.27613;34.02432,-118.27649;34.02413,-118.27663;34.02366,-118.27691;34.02317,-118.2772;34.02263,-118.27748;34.02202,-118.27781;34.02119,-118.2783;34.02078,-118.27857;34.01893,-118.27975;34.01875,-118.27988;34.01844,-118.28007;34.01805,-118.2803;34.0176,-118.28051;34.01687,-118.28078;34.01601,-118.28104;34.01516,-118.28119;34.01478,-118.28124;34.01397,-118.28127;34.01286,-118.28128;34.01154,-118.28129;34.01108,-118.28129;34.0106,-118.28129;34.00839,-118.28126;34.0074,-118.28125;7.5753-16-2518-30-4.4749732315562785@NORTH,W OLYMPIC  BOULEVARD,-118.29584,34.05267,1.56,R,BLAINE STREET,-118.27005,34.04732,0.11,M-VLR,Merge Via Ramp onto I-110 South,-118.27106,34.04589,0.75,SR,I-110,-118.27443,34.03577, 2.05$0;
n0->n8	34.05267,-118.29584;34.05267,-118.29584;34.05267,-118.29477;34.05267,-118.29372;34.05267,-118.29268;34.05267,-118.29218;34.05255,-118.29166;34.05238,-118.29073;34.0524,-118.29037;34.05238,-118.28911;34.0524,-118.28775;34.0524,-118.28658;34.05238,-118.28542;34.05238,-118.28426;34.05234,-118.28355;34.05222,-118.2822;34.05211,-118.28098;34.05208,-118.28072;34.0517,-118.27988;34.05118,-118.27872;34.05069,-118.27763;34.0502,-118.27654;34.04968,-118.27538;34.04915,-118.27419;34.04875,-118.27328;34.04834,-118.27238;34.04779,-118.27115;34.04732,-118.27005;34.04686,-118.26904;34.04675,-118.26883;34.0467,-118.26871;34.04664,-118.26857;34.04654,-118.26836;34.04649,-118.26826;34.04626,-118.26773;34.04591,-118.26695;34.04582,-118.26675;34.04552,-118.26604;34.04544,-118.26575;34.04532,-118.26528;34.04528,-118.2651;34.04506,-118.26384;34.04619,-118.2628;34.04683,-118.26221;34.04793,-118.26118;34.04877,-118.2627;34.04898,-118.26318;34.04924,-118.26338;34.04936,-118.2634;34.04951,-118.26334;34.04962,-118.26329;34.04971,-118.26321;34.05025,-118.26262;34.05073,-118.26182;34.05096,-118.26146;34.05122,-118.26103;34.05199,-118.25985;34.05239,-118.25933;34.05279,-118.25888;34.05333,-118.25833;34.05354,-118.25813;34.05379,-118.25792;34.05432,-118.25751;34.05474,-118.25716;34.05491,-118.25701;34.0552,-118.25677;34.05584,-118.25617;34.05601,-118.25602;34.05611,-118.25591;34.05664,-118.2554;34.0569,-118.25516;34.05748,-118.25457;34.05837,-118.25364;34.05861,-118.25341;34.05906,-118.25293;34.05947,-118.25245;34.06084,-118.2504;34.06123,-118.24982;34.0614,-118.24947;34.06148,-118.24915;34.06148,-118.24892;34.06137,-118.24857;34.06068,-118.24774;34.06064,-118.2477;34.06061,-118.24767;34.0605,-118.24754;34.06044,-118.24748;34.05995,-118.24695;34.05974,-118.24667;34.05905,-118.24559;34.05902,-118.24556;34.05878,-118.24519;34.05824,-118.24446;34.05819,-118.24438;34.05788,-118.24396;34.05733,-118.24309;34.05693,-118.24243;34.05627,-118.24142;34.05614,-118.2412;34.05579,-118.24062;34.05559,-118.2403;34.05504,-118.2394;34.05415,-118.23792;34.05412,-118.23787;34.05405,-118.23769;34.05388,-118.23727;34.05376,-118.23688;34.0537,-118.23643;34.05371,-118.23601;34.0538,-118.23483;34.05379,-118.23444;34.05376,-118.23431;34.0537,-118.23378;34.05341,-118.23154;34.05339,-118.23145;34.05336,-118.23083;34.05324,-118.23019;34.05316,-118.22977;34.05307,-118.22926;34.05302,-118.22893;34.05296,-118.22847;34.0529,-118.22803;34.05266,-118.22664;34.05263,-118.22649;34.0524,-118.22534;34.05237,-118.22511;34.0524,-118.22456;34.05243,-118.22433;34.05246,-118.22414;34.05272,-118.22353;34.05313,-118.22289;34.05347,-118.22247;34.05457,-118.22083;34.0549,-118.21996;34.0551,-118.21912;34.05513,-118.21815;34.05513,-118.21593;34.05513,-118.21553;34.05513,-118.21532;34.05515,-118.21425;34.05516,-118.21407;34.05519,-118.21358;34.05511,-118.21278;34.05498,-118.21201;34.05441,-118.2103;34.0542,-118.20964;34.05376,-118.20766;34.05363,-118.2061;34.05368,-118.20514;34.05371,-118.20482;34.05426,-118.20317;34.05447,-118.20238;34.05481,-118.20119;34.05504,-118.19995;34.05521,-118.19862;34.05531,-118.19792;34.05533,-118.19748;34.05536,-118.19659;34.05539,-118.19615;34.05536,-118.19485;34.05527,-118.19252;34.05516,-118.18904;34.05515,-118.18802;34.05515,-118.18723;34.05519,-118.18637;34.05528,-118.1855;34.05551,-118.18446;34.05603,-118.18309;34.05678,-118.18143;34.05788,-118.179;34.05823,-118.17822;34.05896,-118.17662;34.05928,-118.1759;34.06039,-118.1734;34.06119,-118.17155;34.06137,-118.17105;34.06148,-118.17029;34.06149,-118.16919;34.06145,-118.16872;34.06142,-118.16847;34.06131,-118.16737;34.0611,-118.16646;34.06108,-118.16548;34.06108,-118.16527;34.0611,-118.16501;34.06114,-118.16464;34.06151,-118.16336;34.06174,-118.1627;34.06203,-118.16205;34.06232,-118.16165;34.06247,-118.16142;34.06355,-118.15977;34.0639,-118.15929;34.06801,-118.15147;34.06821,-118.15088;34.06847,-118.1503;34.06836,-118.14999;34.06827,-118.14983;34.06796,-118.14967;34.06787,-118.14969;34.06783,-118.14973;34.06778,-118.14996;34.06779,-118.15012;34.06795,-118.15057;34.06821,-118.15088;34.06828,-118.15096;34.06837,-118.15105;34.06845,-118.15114;34.06853,-118.1512;34.06866,-118.15138;34.06905,-118.15169;34.06932,-118.15176;34.0696,-118.15178;34.06992,-118.15181;34.07101,-118.15181;34.07196,-118.15181;34.07381,-118.15184;34.07558,-118.15187;34.07687,-118.15189;34.0777,-118.15189;34.07846,-118.1519;34.07886,-118.15192;34.07903,-118.1519;34.07935,-118.1519;34.0795,-118.15021;34.07964,-118.14949;34.07999,-118.14812;34.08043,-118.14647;34.08072,-118.14531;34.08162,-118.14191;34.08266,-118.13948;34.08318,-118.13826;34.08368,-118.1371;34.08473,-118.13455;34.08574,-118.13457;34.08745,-118.13458;34.09032,-118.13461;34.09154,-118.13464;34.09216,-118.13324;34.09265,-118.13222;34.09312,-118.1312;34.09364,-118.13013;34.09415,-118.12901;34.09464,-118.12796;34.09512,-118.12692;34.09558,-118.1259;34.09576,-118.12558;34.09576,-118.12558;24.70635-16-3245-30-12.827391435868668@NORTH,W OLYMPIC  BOULEVARD,-118.29584,34.05267,1.96,L,S FIGUEROA STREET,-118.26384,34.04506,0.25,L,W 8th STREET,-118.26118,34.04793,0.14,M-VLR,Merge Via Ramp onto PASADENA FREEWAY East,-118.26318,34.04898,0.11,SR,PASADENA FREEWAY,-118.26262,34.05025,0.87,HE(-118.25245-34.05947-0.54),US-101,-118.24519,34.05878,1.19,F,I-10,-118.22649,34.05263,4.64,EXIT,S FREMONT AVE,-118.15147,34.06801, 0.19,M,S FREMONT AVE and turn slight right,-118.15057,34.06795,0.81,R,W MISSION RD,-118.1519,34.07935,1.07,L,S ATLANTIC  BOULEVARD,-118.13455,34.08473,0.47,R,W MAIN STREET,-118.13464,34.09154,0.51,F,E MAIN STREET,-118.12692,34.09512,0.09,F,N STONEMAN AVE,-118.12558,34.09576, 0.00$0;
n0->n9	34.05267,-118.29584;34.05267,-118.29584;34.05267,-118.29477;34.05267,-118.29372;34.05267,-118.29268;34.05267,-118.29218;34.05255,-118.29166;34.05238,-118.29073;34.0524,-118.29037;34.05238,-118.28911;34.0524,-118.28775;34.0524,-118.28658;34.05238,-118.28542;34.05238,-118.28426;34.05234,-118.28355;34.05222,-118.2822;34.05211,-118.28098;34.05208,-118.28072;34.0517,-118.27988;34.05118,-118.27872;34.05069,-118.27763;34.0502,-118.27654;34.04968,-118.27538;34.04915,-118.27419;34.04875,-118.27328;34.04834,-118.27238;34.04779,-118.27115;34.04732,-118.27005;34.04635,-118.27073;34.04589,-118.27106;34.04578,-118.2711;34.04561,-118.27113;34.04545,-118.2712;34.04532,-118.27128;34.04498,-118.27157;34.04443,-118.27212;34.04404,-118.27248;34.04352,-118.27288;34.04334,-118.27303;34.04298,-118.27324;34.04277,-118.27336;34.04242,-118.27357;34.04202,-118.27374;34.04161,-118.27387;34.04117,-118.27398;34.0406,-118.27406;34.03947,-118.27414;34.03923,-118.27415;34.03891,-118.27415;34.03873,-118.27419;34.03836,-118.27428;34.0383,-118.27428;34.03818,-118.27431;34.03802,-118.27434;34.03796,-118.27435;34.03792,-118.27435;34.0378,-118.27437;34.03769,-118.27438;34.03755,-118.27441;34.03702,-118.27457;34.03682,-118.27467;34.03673,-118.27477;34.03665,-118.27501;34.03667,-118.27541;34.0367,-118.27553;34.03677,-118.27563;34.03697,-118.27576;34.03717,-118.27583;34.03728,-118.27583;34.03749,-118.27573;34.03757,-118.27567;34.03769,-118.27542;34.0377,-118.27516;34.03769,-118.27438;34.03769,-118.27429;34.03769,-118.27415;34.03769,-118.27402;34.03769,-118.27374;34.03767,-118.27341;34.03751,-118.27264;34.03728,-118.27208;34.03641,-118.27077;34.03624,-118.27052;34.03604,-118.2702;34.03572,-118.26961;34.03558,-118.26933;34.03484,-118.26811;34.03442,-118.26718;34.03397,-118.26633;34.03351,-118.2655;34.03299,-118.26453;34.03244,-118.26352;34.03229,-118.26324;34.03195,-118.26244;34.03142,-118.26094;34.03111,-118.26003;34.03096,-118.25955;34.03073,-118.2588;34.03058,-118.25838;34.0303,-118.25771;34.02988,-118.25677;34.02954,-118.25623;34.02943,-118.25604;34.02922,-118.25557;34.02861,-118.25459;34.02805,-118.25346;34.02765,-118.25272;34.02736,-118.2522;34.02675,-118.25095;34.02643,-118.25026;34.02612,-118.24973;34.02586,-118.24925;34.02502,-118.24767;34.02451,-118.24684;34.02408,-118.24583;34.02382,-118.24474;34.02368,-118.24394;34.02359,-118.24324;34.02362,-118.2426;34.02365,-118.2422;34.02394,-118.24084;34.02409,-118.24037;34.02454,-118.2393;34.02469,-118.23892;34.02505,-118.23802;34.02512,-118.23788;34.02547,-118.23698;34.02556,-118.23676;34.02571,-118.23599;34.02574,-118.23589;34.02614,-118.23485;34.02634,-118.23441;34.02666,-118.23358;34.02687,-118.23305;34.0273,-118.23222;34.02798,-118.23016;34.02802,-118.23;34.02811,-118.2296;34.02817,-118.2291;34.02869,-118.22639;34.02876,-118.22601;34.02881,-118.22572;34.02887,-118.2254;34.02892,-118.22511;34.02905,-118.22418;34.02913,-118.22346;34.02913,-118.2226;34.02919,-118.22153;34.02914,-118.22057;34.02902,-118.21896;34.02898,-118.21877;34.0289,-118.21732;34.02888,-118.21698;34.02904,-118.21445;34.02902,-118.21414;34.02902,-118.21391;34.02901,-118.21329;34.02896,-118.2131;34.02841,-118.21133;34.0282,-118.21007;34.02811,-118.20941;34.02806,-118.20901;34.02806,-118.20743;34.02843,-118.2049;34.02873,-118.20323;34.02893,-118.20198;34.02914,-118.20074;34.02928,-118.20004;34.02951,-118.19899;34.03011,-118.19662;34.03061,-118.1945;34.03113,-118.19238;34.03151,-118.1907;34.0316,-118.18983;34.0316,-118.18896;34.0316,-118.18839;34.0316,-118.18741;34.0316,-118.18602;34.03177,-118.18466;34.03183,-118.18433;34.03197,-118.18369;34.03279,-118.18169;34.03331,-118.18068;34.03383,-118.1797;34.03412,-118.17892;34.03418,-118.17871;34.03439,-118.17767;34.0347,-118.1757;34.03488,-118.1743;34.03499,-118.17355;34.03551,-118.17024;34.03551,-118.17018;34.03552,-118.17015;34.03554,-118.17001;34.03557,-118.16985;34.03561,-118.16965;34.03569,-118.16914;34.03625,-118.1655;34.03638,-118.16415;34.03641,-118.16185;34.03648,-118.15726;34.03648,-118.15585;34.03648,-118.15526;34.03638,-118.15424;34.0363,-118.15364;34.03615,-118.15297;34.03586,-118.1517;34.03561,-118.151;34.03517,-118.14993;34.03391,-118.14734;34.03375,-118.14703;34.03342,-118.14609;34.03325,-118.1454;34.03314,-118.14494;34.03302,-118.14412;34.03299,-118.14354;34.03294,-118.14256;34.03302,-118.13791;34.03302,-118.13715;34.03302,-118.13556;34.03311,-118.12999;34.03316,-118.12585;34.03314,-118.12502;34.03319,-118.11792;34.0332,-118.11426;34.03326,-118.11304;34.03334,-118.11214;34.03365,-118.11031;34.03403,-118.10863;34.03485,-118.10495;34.0354,-118.10233;34.03555,-118.10132;34.03563,-118.10071;34.03566,-118.09918;34.0356,-118.09822;34.0354,-118.09653;34.03525,-118.09575;34.03514,-118.09532;34.03458,-118.09346;34.03453,-118.09319;34.03456,-118.09296;34.0349,-118.09207;34.03542,-118.09264;34.03563,-118.09282;34.03589,-118.09299;34.03604,-118.09308;34.03635,-118.09328;34.03717,-118.09351;34.03798,-118.09343;34.03815,-118.09337;34.04015,-118.09248;34.04156,-118.09186;34.04268,-118.09123;34.04378,-118.09056;34.04395,-118.0905;34.04456,-118.09044;34.04556,-118.09047;34.04634,-118.09047;34.04654,-118.09047;34.04695,-118.09048;34.04752,-118.09048;34.04855,-118.09047;34.04944,-118.0905;34.04987,-118.0905;34.0508,-118.0905;34.05191,-118.0905;34.05269,-118.0905;34.05316,-118.09052;34.05388,-118.09053;34.05484,-118.09048;34.05528,-118.09047;34.05571,-118.09047;34.0582,-118.09053;34.05902,-118.0905;34.05989,-118.0905;34.06183,-118.09053;34.06264,-118.0905;34.06262,-118.09209;34.06264,-118.09355;34.06261,-118.09468;34.06261,-118.09468;26.382383333333333-16-3843-30-15.749661598336921@NORTH,W OLYMPIC  BOULEVARD,-118.29584,34.05267,1.56,R,BLAINE STREET,-118.27005,34.04732,0.11,M-VLR,Merge Via Ramp onto I-10 East,-118.27106,34.04589,1.36,SR,I-10,-118.26718,34.03442,1.97,HE(-118.23676-34.02556-0.92),POMONA FREEWAY,-118.22153,34.02919,7.24,EXIT,PARAMOUNT  BOULEVARD,-118.09822,34.0356, 0.37,M,PARAMOUNT  BOULEVARD and turn left,-118.09207,34.0349,0.73,F,N SAN GABRIEL  BOULEVARD,-118.09044,34.04456,0.43,F,SAN GABRIEL  BOULEVARD,-118.0905,34.0508,0.82,L,GARVEY AVE,-118.0905,34.06264,0.24,R,KELBURN AVE,-118.09468,34.06261, 0.00$0;
n1->n0	34.04236,-118.28098;34.04236,-118.28098;34.0428,-118.28191;34.04283,-118.282;34.0432,-118.28284;34.04364,-118.2838;34.04375,-118.28419;34.04404,-118.28535;34.04428,-118.28635;34.04428,-118.28854;34.04428,-118.28925;34.04428,-118.29044;34.04428,-118.2916;34.04729,-118.2916;34.04912,-118.29163;34.05075,-118.29166;34.05095,-118.29163;34.05255,-118.29166;34.05267,-118.29218;34.05267,-118.29268;34.05267,-118.29372;34.05267,-118.29477;34.05267,-118.29584;34.05267,-118.29584;4.739766666666666-375-16-30-1.450847162307886@NORTH,S BURLINGTON AVE,-118.28098,34.04236,0.00,F,VENICE  BOULEVARD,-118.28098,34.04236,0.64,R,S VERMONT AVE,-118.2916,34.04428,0.57,L,W OLYMPIC  BOULEVARD,-118.29166,34.05255, 0.24$0;
