n556,34.03648,-118.28578
n557,34.03647,-118.27672
n558,34.03647,-118.29163
n559,34.03671,-118.29161
n560,34.03688,-118.29163
n561,34.03703,-118.29163
n562,34.0372,-118.29161
n563,34.03653,-118.29291
n564,34.03662,-118.29436
n565,34.03647,-118.29105
n566,34.03641,-118.26756
n567,34.03633,-118.26936
n568,34.03662,-118.26981
n569,34.03699,-118.2704
n570,34.0363,-118.24928
n571,34.0363,-118.30898
n572,34.03622,-118.27618
n573,34.03619,-118.28403
n574,34.03609,-118.27588
n575,34.03596,-118.29161
n576,34.03596,-118.28403
n577,34.0359,-118.26894
n578,34.03624,-118.26929
n579,34.0361,-118.26936
n580,34.03621,-118.26961
n581,34.03587,-118.25169
n582,34.03625,-118.25139
n583,34.03587,-118.27113
n584,34.03635,-118.27081
n585,34.0358,-118.27527
n586,34.03575,-118.26633
n587,34.03619,-118.26736
n588,34.03572,-118.26086
n589,34.03635,-118.26035
n590,34.03563,-118.29161
n591,34.03561,-118.24857
n592,34.03557,-118.27049
n593,34.03644,-118.27454
n594,34.03554,-118.27472
n595,34.03582,-118.27472
n596,34.03593,-118.27474
n597,34.0361,-118.27482
n598,34.03627,-118.27495
n599,34.03641,-118.27517
n600,34.03548,-118.30031
n601,34.0354,-118.27142
n602,34.03627,-118.27336
n603,34.03534,-118.26118
n604,34.03529,-118.26988
n605,34.03528,-118.27417
n606,34.03566,-118.27412
n607,34.03522,-118.25218
n608,34.0352,-118.27399
n609,34.0352,-118.26537
n610,34.03519,-118.28401
n611,34.03517,-118.29161
n612,34.03506,-118.29161
n613,34.03505,-118.26711
n614,34.03522,-118.26778
n615,34.03535,-118.26814
n616,34.035,-118.26929
n617,34.03499,-118.26144
n618,34.03496,-118.27345
n619,34.03496,-118.24786
n620,34.03493,-118.26685
n621,34.03558,-118.26933
n622,34.03484,-118.26811
n623,34.03572,-118.26961
n624,34.03604,-118.2702
n625,34.03624,-118.27052
n626,34.03476,-118.26872
n627,34.03471,-118.26451
n628,34.03464,-118.26707
n629,34.03491,-118.26746
n630,34.03522,-118.26778
n631,34.03571,-118.26833
n632,34.03616,-118.26901
n633,34.03627,-118.26926
n634,34.03442,-118.26718
n635,34.03453,-118.29161
n636,34.03453,-118.30031
n637,34.03445,-118.26598
n638,34.03436,-118.27209
n639,34.03448,-118.284
n640,34.03433,-118.24706
n641,34.03433,-118.29163
n642,34.03427,-118.26202
n643,34.03416,-118.26355
n644,34.03442,-118.26718
n645,34.03416,-118.26736
n646,34.03464,-118.26707
n647,34.03496,-118.26881
n648,34.03537,-118.26947
n649,34.03558,-118.2697
n650,34.03601,-118.27022
n651,34.03409,-118.27145
n652,34.03404,-118.24667
n653,34.03403,-118.28399
n654,34.03397,-118.26512
n655,34.0338,-118.27084
n656,34.03372,-118.26653
n657,34.03371,-118.2533
n658,34.03371,-118.30029
n659,34.03368,-118.29163
n660,34.0336,-118.26257
n661,34.03363,-118.27022
n662,34.03354,-118.24599
n663,34.03355,-118.29163
n664,34.03354,-118.28397
n665,34.03343,-118.26418
n666,34.03322,-118.27454
n667,34.03416,-118.27434
n668,34.03395,-118.2745
n669,34.03537,-118.27434
n670,34.03337,-118.26965
n671,34.03326,-118.2657
n672,34.03319,-118.28397
n673,34.03302,-118.26152
n674,34.03302,-118.27299
n675,34.03394,-118.27488
n676,34.03299,-118.27495
n677,34.03288,-118.26317
n678,34.03278,-118.28741
n679,34.03279,-118.28883
n680,34.03278,-118.28648
n681,34.03276,-118.25401
n682,34.03276,-118.28897
n683,34.03278,-118.2903
n684,34.03276,-118.29163
n685,34.03273,-118.26476
n686,34.03273,-118.29425
n687,34.03273,-118.29643
n688,34.03273,-118.2959
n689,34.0327,-118.26099
n690,34.03273,-118.29701
n691,34.03273,-118.29752
n692,34.03271,-118.29807
n693,34.03271,-118.29913
n694,34.03271,-118.30029
n695,34.03273,-118.30153
n696,34.0327,-118.30283
n697,34.03271,-118.30408
n698,34.03276,-118.26826
n699,34.0327,-118.3024
n700,34.0327,-118.30536
n701,34.03268,-118.30576
n702,34.03268,-118.30664
n703,34.03267,-118.30779
n704,34.03267,-118.30896
n705,34.03473,-118.30898
n706,34.03244,-118.28574
n707,34.03241,-118.26044
n708,34.03238,-118.26743
n709,34.03232,-118.26212
n710,34.03244,-118.26352
n711,34.03229,-118.26324
n712,34.03299,-118.26453
n713,34.03351,-118.2655
n714,34.03397,-118.26633
n715,34.03226,-118.27347
n716,34.03218,-118.26373
n717,34.03244,-118.26352
n718,34.03262,-118.26337
n719,34.03217,-118.25443
n720,34.0321,-118.27354
n721,34.0315,-118.27463
n722,34.0321,-118.28493
n723,34.03206,-118.24422
n724,34.03264,-118.2449
n725,34.03204,-118.26666
n726,34.03183,-118.25943
n727,34.03169,-118.284
n728,34.03163,-118.2627
n729,34.03157,-118.27386
n730,34.03157,-118.29163
n731,34.03157,-118.26562
n732,34.03148,-118.24451
n733,34.03142,-118.28334
n734,34.03139,-118.2598
n735,34.03189,-118.26141
n736,34.03207,-118.26215
n737,34.03125,-118.24327
n738,34.03125,-118.25839
n739,34.03123,-118.2551
n740,34.0312,-118.26183
n741,34.03111,-118.26151
n742,34.0311,-118.28265
n743,34.03113,-118.2646
n744,34.03105,-118.27499
n745,34.03094,-118.24483
n746,34.0309,-118.30028
n747,34.03088,-118.30894
n748,34.03087,-118.26025
n749,34.03107,-118.26009
n750,34.03111,-118.26003
n751,34.03125,-118.25992
n752,34.03119,-118.26125
n753,34.0316,-118.26215
n754,34.03183,-118.26256
n755,34.03084,-118.28204
n756,34.03074,-118.27433
n757,34.03075,-118.25542
n758,34.03073,-118.25819
n759,34.03094,-118.25864
n760,34.03116,-118.25903
n761,34.03146,-118.25974
n762,34.03192,-118.26089
n763,34.03069,-118.25742
n764,34.03067,-118.24257
n765,34.03059,-118.25551
n766,34.03061,-118.26347
n767,34.03055,-118.28145
n768,34.0305,-118.29161
n769,34.03029,-118.28085
n770,34.03026,-118.284
n771,34.03015,-118.24527
n772,34.03015,-118.28056
n773,34.03008,-118.24184
n774,34.03009,-118.26236
n775,34.02997,-118.30894
n776,34.02994,-118.27003
n777,34.03055,-118.26962
n778,34.02992,-118.25598
n779,34.02982,-118.27499
n780,34.02969,-118.25613
n781,34.02995,-118.25658
n782,34.03044,-118.2576
n783,34.02962,-118.24138
n784,34.02963,-118.26134
n785,34.02986,-118.26105
n786,34.02957,-118.2916
n787,34.02954,-118.25623
n788,34.02943,-118.25604
n789,34.0294,-118.24113
n790,34.02931,-118.24605
n791,34.02995,-118.24541
n792,34.02931,-118.25475
n793,34.0293,-118.28398
n794,34.02924,-118.27853
n795,34.02916,-118.27052
n796,34.02911,-118.30025
n797,34.02934,-118.25636
n798,34.0291,-118.25598
n799,34.0291,-118.30894
n800,34.02905,-118.25653
n801,34.02905,-118.27058
n802,34.02907,-118.26013
n803,34.02896,-118.284
n804,34.02876,-118.24052
n805,34.02916,-118.24088
n806,34.0287,-118.25426
n807,34.02872,-118.2916
n808,34.02852,-118.2569
n809,34.02858,-118.25908
n810,34.02843,-118.24689
n811,34.02835,-118.24005
n812,34.02835,-118.28398
n813,34.02832,-118.2664
n814,34.02892,-118.26604
n815,34.02832,-118.2916
n816,34.02829,-118.27107
n817,34.02826,-118.25262
n818,34.02826,-118.30894
n819,34.02817,-118.27602
n820,34.02959,-118.27512
n821,34.02794,-118.24734
n822,34.02794,-118.25249
n823,34.02831,-118.25301
n824,34.02899,-118.25439
n825,34.02834,-118.2533
n826,34.02786,-118.25179
n827,34.02776,-118.2916
n828,34.0278,-118.25739
n829,34.02861,-118.25511
n830,34.02773,-118.25339
n831,34.02881,-118.25543
n832,34.02908,-118.25574
n833,34.02908,-118.25574
n834,34.02765,-118.25272
n835,34.02766,-118.27491
n836,34.02765,-118.2532
n837,34.0276,-118.25294
n838,34.02765,-118.25272
n839,34.02777,-118.25256
n840,34.02794,-118.25249
n841,34.02808,-118.2525
n842,34.02757,-118.2477
n843,34.02757,-118.23911
n844,34.02756,-118.26691
n845,34.02748,-118.25162
n846,34.02765,-118.25195
n847,34.02742,-118.28398
n848,34.02739,-118.29158
n849,34.02739,-118.30894
n850,34.02737,-118.27165
n851,34.02736,-118.25079
n852,34.02733,-118.26707
n853,34.0273,-118.27657
n854,34.0273,-118.30025
n855,34.02728,-118.30894
n856,34.02721,-118.24805
n857,34.02704,-118.27673
n858,34.02701,-118.27361
n859,34.02724,-118.27405
n860,34.02687,-118.24982
n861,34.02684,-118.29158
n862,34.02689,-118.25543
n863,34.02667,-118.26747
n864,34.02661,-118.24927
n865,34.02679,-118.24992
n866,34.02693,-118.2502
n867,34.02661,-118.26752
n868,34.02657,-118.25008
n869,34.02649,-118.27708
n870,34.02649,-118.30894
n871,34.02643,-118.27226
n872,34.02638,-118.24883
n873,34.02638,-118.29156
n874,34.02606,-118.27736
n875,34.02594,-118.25345
n876,34.02589,-118.25861
n877,34.02679,-118.25807
n878,34.0258,-118.27086
n879,34.0258,-118.26804
n880,34.02577,-118.27753
n881,34.02556,-118.24954
n882,34.02577,-118.24934
n883,34.02586,-118.24925
n884,34.02605,-118.24911
n885,34.02554,-118.30893
n886,34.02554,-118.30779
n887,34.02554,-118.30661
n888,34.02553,-118.30533
n889,34.02553,-118.30472
n890,34.02553,-118.30402
n891,34.02553,-118.30276
n892,34.02553,-118.30144
n893,34.02553,-118.30022
n894,34.02553,-118.29912
n895,34.02551,-118.29807
n896,34.02551,-118.29697
n897,34.02548,-118.23923
n898,34.02548,-118.28394
n899,34.02644,-118.28397
n900,34.02548,-118.29156
n901,34.0255,-118.25246
n902,34.02539,-118.27293
n903,34.02531,-118.26974
n904,34.02522,-118.24982
n905,34.02519,-118.24687
n906,34.02513,-118.24989
n907,34.02504,-118.27802
n908,34.02501,-118.25143
n909,34.0249,-118.25923
n910,34.02489,-118.24657
n911,34.02487,-118.23927
n912,34.02484,-118.26865
n913,34.02483,-118.2733
n914,34.02478,-118.24016
n915,34.02478,-118.23994
n916,34.02473,-118.27336
n917,34.02463,-118.30891
n918,34.02461,-118.30022
n919,34.02454,-118.25041
n920,34.02417,-118.24712
n921,34.02451,-118.24684
n922,34.0247,-118.24669
n923,34.02484,-118.24796
n924,34.02577,-118.24934
n925,34.02612,-118.24973
n926,34.02498,-118.2486
n927,34.02412,-118.27859
n928,34.02411,-118.25475
n929,34.02505,-118.25415
n930,34.02409,-118.25974
n931,34.02399,-118.2692
n932,34.02411,-118.24486
n933,34.02422,-118.24516
n934,34.02448,-118.24576
n935,34.02392,-118.24244
n936,34.02383,-118.24271
n937,34.02382,-118.24741
n938,34.0238,-118.25108
n939,34.0244,-118.25053
n940,34.02379,-118.26932
n941,34.02373,-118.25117
n942,34.02373,-118.30891
n943,34.0237,-118.30022
n944,34.02365,-118.2422
n945,34.02394,-118.24084
n946,34.02409,-118.24037
n947,34.02454,-118.2393
n948,34.02469,-118.23892
n949,34.02357,-118.23936
n950,34.02444,-118.2393
n951,34.02454,-118.2393
n952,34.02472,-118.2393
n953,34.02356,-118.24388
n954,34.02359,-118.24324
n955,34.02365,-118.24481
n956,34.02351,-118.27898
n957,34.02342,-118.26546
n958,34.02335,-118.27426
n959,34.02408,-118.2738
n960,34.02327,-118.26025
n961,34.02322,-118.26968
n962,34.02321,-118.25165
n963,34.02319,-118.25533
n964,34.02312,-118.23936
n965,34.02312,-118.29156
n966,34.02309,-118.26978
n967,34.02301,-118.24802
n968,34.02298,-118.27933
n969,34.02287,-118.25195
n970,34.02283,-118.30891
n971,34.02278,-118.30019
n972,34.0226,-118.26068
n973,34.02258,-118.27481
n974,34.02254,-118.27016
n975,34.02251,-118.23938
n976,34.02246,-118.25233
n977,34.02246,-118.2608
n978,34.02246,-118.27486
n979,34.02243,-118.26324
n980,34.02238,-118.23938
n981,34.0224,-118.23978
n982,34.02243,-118.23997
n983,34.02255,-118.24014
n984,34.02319,-118.2406
n985,34.02348,-118.24091
n986,34.02361,-118.24113
n987,34.02237,-118.25584
n988,34.02208,-118.29156
n989,34.02205,-118.25272
n990,34.02188,-118.246
n991,34.02194,-118.28
n992,34.02205,-118.28041
n993,34.0229,-118.28229
n994,34.02188,-118.30891
n995,34.02188,-118.30019
n996,34.02173,-118.27065
n997,34.02165,-118.27538
n998,34.02162,-118.25311
n999,34.02159,-118.26132
