n0,34.052670,-118.295840
n1,34.042360,-118.280980
n2,34.037610,-118.277270
n3,34.035480,-118.300310
n4,34.029050,-118.256530
n5,34.021530,-118.256390
n6,34.014140,-118.300160
n7,34.007400,-118.281250
n8,34.095760,-118.125580
n9,34.062610,-118.094680
